invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,dob
I166307,C117646,MALE,65,COSMETICS,2,81.32,CASH,2022-01-05,Viaport Outlet,1961-02-05
I321495,C110307,MALE,65,CLOTHING,3,900.24,CREDIT CARD,2021-04-15,Istinye Park,1961-02-05
I262421,C111570,MALE,30,TOYS,1,35.84,CREDIT CARD,2021-10-20,Mall of Istanbul,1996-02-05
I535953,C748671,MALE,46,COSMETICS,3,121.98,CASH,2021-03-18,Metrocity,1980-02-05
I192943,C154441,MALE,43,CLOTHING,5,1500.40,CASH,2021-06-28,Kanyon,1983-02-05
I333732,C193616,MALE,69,TOYS,2,71.68,CREDIT CARD,2022-01-14,Mall of Istanbul,1957-02-05
I581554,C325109,MALE,68,SOUVENIR,3,35.19,CREDIT CARD,2021-07-22,Istinye Park,1958-02-05
I181324,C838854,MALE,68,CLOTHING,1,300.08,DEBIT CARD,2022-11-22,Mall of Istanbul,1958-02-05
I138533,C245980,MALE,31,COSMETICS,3,121.98,CASH,2022-09-25,Mall of Istanbul,1995-02-05
I894285,C270703,MALE,42,CLOTHING,2,600.16,DEBIT CARD,2021-11-11,Kanyon,1984-02-05
I112178,C160837,MALE,69,CLOTHING,5,1500.40,CREDIT CARD,2021-03-19,Zorlu Center,1957-02-05
I294350,C104646,MALE,69,FOOD & BEVERAGE,5,26.15,CASH,2021-07-14,Istinye Park,1957-02-05
I216112,C100168,MALE,48,TECHNOLOGY,5,5250.00,CREDIT CARD,2022-10-19,Istinye Park,1978-02-05
I252228,C602407,MALE,40,SOUVENIR,4,46.92,CREDIT CARD,2021-02-09,Kanyon,1986-02-05
I117373,C292125,MALE,63,TOYS,3,107.52,CASH,2021-01-08,Metropol AVM,1963-02-05
I128824,C114984,MALE,18,COSMETICS,1,40.66,CREDIT CARD,2022-06-12,Kanyon,2008-02-05
I229557,C962218,MALE,55,COSMETICS,2,81.32,CREDIT CARD,2022-11-26,Metropol AVM,1971-02-05
I225506,C248711,MALE,65,CLOTHING,4,1200.32,CASH,2022-11-24,Mall of Istanbul,1961-02-05
I291624,C321985,MALE,53,FOOD & BEVERAGE,4,20.92,CASH,2022-09-09,Emaar Square Mall,1973-02-05
I628043,C641509,MALE,35,COSMETICS,3,121.98,DEBIT CARD,2022-08-17,Metropol AVM,1991-02-05
I341570,C711259,MALE,65,SOUVENIR,2,23.46,CREDIT CARD,2021-08-09,Kanyon,1961-02-05
I957466,C119404,MALE,46,BOOKS,3,45.45,CASH,2022-05-29,Mall of Istanbul,1980-02-05
I221941,C151347,MALE,35,CLOTHING,4,1200.32,CREDIT CARD,2021-09-21,Kanyon,1991-02-05
I272048,C209897,MALE,56,CLOTHING,2,600.16,CREDIT CARD,2021-12-17,Cevahir AVM,1970-02-05
I195855,C139074,MALE,66,BOOKS,2,30.30,CREDIT CARD,2021-01-16,Kanyon,1960-02-05
I135415,C212287,MALE,44,CLOTHING,2,600.16,CASH,2023-02-18,Mall of Istanbul,1982-02-05
I165740,C107317,MALE,57,FOOD & BEVERAGE,4,20.92,DEBIT CARD,2022-02-23,Metropol AVM,1969-02-05
I189585,C699980,MALE,34,TOYS,4,143.36,CREDIT CARD,2023-01-09,Kanyon,1992-02-05
I318930,C924566,MALE,31,CLOTHING,1,300.08,CASH,2021-06-01,Viaport Outlet,1995-02-05
I570940,C586954,MALE,27,COSMETICS,3,121.98,CREDIT CARD,2021-07-25,Kanyon,1999-02-05
I204276,C196827,MALE,48,CLOTHING,5,1500.40,CASH,2022-01-17,Metropol AVM,1978-02-05
I339432,C159087,MALE,27,SHOES,4,2400.68,CREDIT CARD,2022-07-25,Metrocity,1999-02-05
I170706,C275319,MALE,31,SOUVENIR,3,35.19,CASH,2022-05-29,Viaport Outlet,1995-02-05
I209037,C442938,MALE,33,CLOTHING,3,900.24,CASH,2021-05-26,Mall of Istanbul,1993-02-05
I186806,C225463,MALE,20,COSMETICS,3,121.98,CREDIT CARD,2021-02-27,Metropol AVM,2006-02-05
I212929,C172486,MALE,54,FOOD & BEVERAGE,5,26.15,CASH,2021-07-13,Viaport Outlet,1972-02-05
I283961,C301041,MALE,41,CLOTHING,4,1200.32,CREDIT CARD,2021-09-20,Metrocity,1985-02-05
I192086,C784138,MALE,40,CLOTHING,4,1200.32,DEBIT CARD,2021-05-06,Metrocity,1986-02-05
I266662,C697036,MALE,41,CLOTHING,1,300.08,CREDIT CARD,2021-06-20,Mall of Istanbul,1985-02-05
I628980,C116896,MALE,60,CLOTHING,1,300.08,CASH,2021-07-22,Metrocity,1966-02-05
I193865,C339362,MALE,44,TOYS,2,71.68,DEBIT CARD,2022-01-11,Kanyon,1982-02-05
I275657,C280290,MALE,19,COSMETICS,1,40.66,CASH,2022-02-01,Mall of Istanbul,2007-02-05
I327960,C245013,MALE,54,SOUVENIR,4,46.92,DEBIT CARD,2021-05-01,Metropol AVM,1972-02-05
I171006,C323921,MALE,35,TECHNOLOGY,2,2100.00,CREDIT CARD,2022-08-03,Metropol AVM,1991-02-05
I191926,C225223,MALE,45,SHOES,2,1200.34,CREDIT CARD,2021-04-05,Kanyon,1981-02-05
I755320,C297057,MALE,23,SOUVENIR,4,46.92,CASH,2022-11-01,Kanyon,2003-02-05
I116682,C185018,MALE,34,COSMETICS,2,81.32,DEBIT CARD,2022-01-17,Metropol AVM,1992-02-05
I108206,C162189,MALE,62,CLOTHING,4,1200.32,CREDIT CARD,2022-08-04,Cevahir AVM,1964-02-05
I157975,C235715,MALE,38,TOYS,3,107.52,CREDIT CARD,2022-08-08,Cevahir AVM,1988-02-05
I475070,C125821,MALE,21,CLOTHING,1,300.08,CASH,2021-01-04,Forum Istanbul,2005-02-05
I246297,C241225,MALE,69,TECHNOLOGY,4,4200.00,CASH,2022-04-15,Forum Istanbul,1957-02-05
I284969,C260202,MALE,36,TECHNOLOGY,4,4200.00,CREDIT CARD,2021-01-20,Mall of Istanbul,1990-02-05
I125035,C275213,MALE,64,COSMETICS,1,40.66,CASH,2021-03-27,Kanyon,1962-02-05
I104636,C122420,MALE,33,CLOTHING,4,1200.32,CASH,2021-04-18,Mall of Istanbul,1993-02-05
I150565,C215095,MALE,43,CLOTHING,5,1500.40,DEBIT CARD,2022-08-11,Metrocity,1983-02-05
I654051,C436002,MALE,67,CLOTHING,4,1200.32,CASH,2022-09-04,Metrocity,1959-02-05
I168818,C107688,MALE,42,TECHNOLOGY,5,5250.00,CREDIT CARD,2022-11-03,Metrocity,1984-02-05
I152232,C193743,MALE,20,FOOD & BEVERAGE,1,5.23,CASH,2022-03-24,Kanyon,2006-02-05
I231098,C117003,MALE,37,CLOTHING,5,1500.40,CASH,2022-02-07,Mall of Istanbul,1989-02-05
I213010,C311933,MALE,20,CLOTHING,1,300.08,CASH,2021-07-08,Viaport Outlet,2006-02-05
I110547,C218268,MALE,49,SHOES,5,3000.85,CREDIT CARD,2021-08-27,Metrocity,1977-02-05
I290497,C277348,MALE,63,BOOKS,5,75.75,CREDIT CARD,2023-02-01,Metrocity,1963-02-05
I110265,C855895,MALE,69,CLOTHING,4,1200.32,CASH,2022-03-28,Kanyon,1957-02-05
I299170,C283290,MALE,42,TECHNOLOGY,2,2100.00,DEBIT CARD,2021-02-01,Mall of Istanbul,1984-02-05
I172009,C259970,MALE,56,FOOD & BEVERAGE,5,26.15,DEBIT CARD,2021-12-16,Emaar Square Mall,1970-02-05
I426771,C298273,MALE,29,FOOD & BEVERAGE,4,20.92,DEBIT CARD,2021-12-30,Istinye Park,1997-02-05
I524052,C372630,MALE,69,SHOES,2,1200.34,CASH,2021-05-31,Kanyon,1957-02-05
I499205,C919623,MALE,27,TECHNOLOGY,5,5250.00,DEBIT CARD,2021-05-16,Mall of Istanbul,1999-02-05
I197664,C208227,MALE,66,SHOES,5,3000.85,CASH,2021-07-02,Emaar Square Mall,1960-02-05
I394578,C150198,MALE,69,COSMETICS,1,40.66,DEBIT CARD,2021-01-06,Cevahir AVM,1957-02-05
I996506,C132538,MALE,69,COSMETICS,4,162.64,CREDIT CARD,2021-01-04,Kanyon,1957-02-05
I187696,C354691,MALE,23,CLOTHING,5,1500.40,DEBIT CARD,2022-11-17,Metrocity,2003-02-05
I182827,C256380,MALE,46,SOUVENIR,5,58.65,CREDIT CARD,2022-06-05,Mall of Istanbul,1980-02-05
I231940,C230228,MALE,31,FOOD & BEVERAGE,3,15.69,CREDIT CARD,2021-11-13,Istinye Park,1995-02-05
I338825,C261966,MALE,29,CLOTHING,1,300.08,CASH,2021-01-18,Zorlu Center,1997-02-05
I504383,C233128,MALE,43,CLOTHING,5,1500.40,DEBIT CARD,2022-12-28,Viaport Outlet,1983-02-05
I263060,C692421,MALE,44,FOOD & BEVERAGE,1,5.23,CREDIT CARD,2023-01-07,Kanyon,1982-02-05
I260386,C119200,MALE,64,FOOD & BEVERAGE,3,15.69,CASH,2022-02-12,Kanyon,1962-02-05
I251652,C553390,MALE,22,TECHNOLOGY,5,5250.00,DEBIT CARD,2021-03-16,Emaar Square Mall,2004-02-05
I249925,C955307,MALE,52,CLOTHING,3,900.24,CREDIT CARD,2022-10-26,Kanyon,1974-02-05
I284376,C132224,MALE,25,FOOD & BEVERAGE,4,20.92,CREDIT CARD,2022-04-01,Cevahir AVM,2001-02-05
I894649,C858971,MALE,21,CLOTHING,5,1500.40,CASH,2021-04-09,Metrocity,2005-02-05
I112894,C248669,MALE,68,CLOTHING,3,900.24,CREDIT CARD,2022-11-26,Metrocity,1958-02-05
I678773,C230557,MALE,39,COSMETICS,1,40.66,CREDIT CARD,2021-01-28,Kanyon,1987-02-05
I875200,C302458,MALE,22,CLOTHING,1,300.08,CREDIT CARD,2022-08-05,Forum Istanbul,2004-02-05
I670272,C190746,MALE,23,CLOTHING,2,600.16,CASH,2021-01-06,Metrocity,2003-02-05
I151451,C233869,MALE,65,COSMETICS,1,40.66,CREDIT CARD,2021-04-22,Cevahir AVM,1961-02-05
I206263,C111510,MALE,30,FOOD & BEVERAGE,4,20.92,CASH,2021-07-23,Viaport Outlet,1996-02-05
I281600,C210267,MALE,24,SOUVENIR,5,58.65,CASH,2022-07-30,Metropol AVM,2002-02-05
I302041,C831953,MALE,59,CLOTHING,2,600.16,CASH,2021-01-06,Mall of Istanbul,1967-02-05
I215504,C141786,MALE,57,TECHNOLOGY,1,1050.00,CREDIT CARD,2021-01-14,Metrocity,1969-02-05
I510813,C230810,MALE,20,SHOES,2,1200.34,CASH,2022-08-28,Viaport Outlet,2006-02-05
I187702,C248002,MALE,64,CLOTHING,1,300.08,CREDIT CARD,2021-12-30,Emaar Square Mall,1962-02-05
I610137,C205661,MALE,56,CLOTHING,5,1500.40,CASH,2022-09-28,Metrocity,1970-02-05
I215720,C147488,MALE,47,SHOES,5,3000.85,CASH,2022-03-30,Istinye Park,1979-02-05
I287557,C879675,MALE,23,FOOD & BEVERAGE,5,26.15,DEBIT CARD,2021-06-30,Metrocity,2003-02-05
I296941,C792236,MALE,21,COSMETICS,3,121.98,CASH,2022-04-29,Metrocity,2005-02-05
I866261,C837586,MALE,30,BOOKS,3,45.45,CASH,2021-11-05,Kanyon,1996-02-05
I655417,C164697,MALE,53,BOOKS,3,45.45,CASH,2022-07-22,Metrocity,1973-02-05
I166566,C245205,MALE,23,TOYS,2,71.68,CREDIT CARD,2021-05-22,Istinye Park,2003-02-05
I238763,C338821,MALE,61,BOOKS,1,15.15,CASH,2022-08-11,Metropol AVM,1965-02-05
I291408,C298344,MALE,20,TOYS,1,35.84,DEBIT CARD,2022-02-18,Istinye Park,2006-02-05
I330755,C213487,MALE,57,BOOKS,4,60.60,CASH,2021-04-21,Mall of Istanbul,1969-02-05
I361409,C257365,MALE,52,TECHNOLOGY,1,1050.00,CASH,2021-11-30,Cevahir AVM,1974-02-05
I133417,C136500,MALE,62,CLOTHING,1,300.08,CASH,2021-02-19,Metrocity,1964-02-05
I901691,C223417,MALE,50,CLOTHING,1,300.08,CASH,2022-08-03,Emaar Square Mall,1976-02-05
I291687,C805858,MALE,54,FOOD & BEVERAGE,1,5.23,CASH,2022-08-25,Cevahir AVM,1972-02-05
I739835,C338779,MALE,65,TECHNOLOGY,5,5250.00,DEBIT CARD,2022-01-07,Kanyon,1961-02-05
I222993,C223179,MALE,29,TECHNOLOGY,5,5250.00,CASH,2021-11-19,Metropol AVM,1997-02-05
I675181,C248623,MALE,47,CLOTHING,2,600.16,CREDIT CARD,2021-08-23,Metrocity,1979-02-05
I787618,C228831,MALE,65,SHOES,1,600.17,CREDIT CARD,2022-06-09,Forum Istanbul,1961-02-05
I169504,C257869,MALE,60,SHOES,1,600.17,CASH,2021-02-21,Mall of Istanbul,1966-02-05
I168877,C500363,MALE,46,SHOES,4,2400.68,CASH,2022-01-18,Mall of Istanbul,1980-02-05
I170934,C183716,MALE,51,CLOTHING,3,900.24,CREDIT CARD,2021-11-12,Mall of Istanbul,1975-02-05
I284610,C121090,MALE,59,COSMETICS,5,203.30,CASH,2022-09-10,Kanyon,1967-02-05
I148778,C229018,MALE,59,FOOD & BEVERAGE,3,15.69,DEBIT CARD,2021-12-10,Mall of Istanbul,1967-02-05
I182414,C293844,MALE,30,COSMETICS,4,162.64,DEBIT CARD,2021-04-20,Metrocity,1996-02-05
I335265,C566369,MALE,19,COSMETICS,4,162.64,CREDIT CARD,2022-06-01,Istinye Park,2007-02-05
I316558,C129332,MALE,38,SHOES,5,3000.85,CASH,2022-06-04,Kanyon,1988-02-05
I563683,C289016,MALE,65,CLOTHING,1,300.08,CREDIT CARD,2022-12-10,Emaar Square Mall,1961-02-05
I307080,C187954,MALE,49,CLOTHING,3,900.24,CREDIT CARD,2022-04-09,Kanyon,1977-02-05
I308420,C210995,MALE,50,TOYS,4,143.36,CASH,2021-07-21,Mall of Istanbul,1976-02-05
I248442,C304831,MALE,32,SHOES,2,1200.34,CASH,2022-10-08,Mall of Istanbul,1994-02-05
I241109,C166628,MALE,19,BOOKS,2,30.30,CASH,2022-08-05,Emaar Square Mall,2007-02-05
I559347,C927838,MALE,48,FOOD & BEVERAGE,1,5.23,CREDIT CARD,2021-12-16,Metropol AVM,1978-02-05
I170508,C224370,MALE,37,COSMETICS,5,203.30,CASH,2023-01-22,Metropol AVM,1989-02-05
I236807,C374440,MALE,58,CLOTHING,4,1200.32,CREDIT CARD,2021-01-27,Mall of Istanbul,1968-02-05
I175442,C261766,MALE,54,CLOTHING,3,900.24,CASH,2021-06-26,Mall of Istanbul,1972-02-05
I269947,C191337,MALE,29,TOYS,1,35.84,CASH,2021-06-26,Mall of Istanbul,1997-02-05
I154740,C236897,MALE,39,CLOTHING,3,900.24,CASH,2022-07-25,Zorlu Center,1987-02-05
I232800,C292385,MALE,53,CLOTHING,5,1500.40,CASH,2022-11-03,Forum Istanbul,1973-02-05
I586467,C133049,MALE,59,TECHNOLOGY,1,1050.00,CASH,2022-03-06,Mall of Istanbul,1967-02-05
I685755,C292338,MALE,34,TOYS,5,179.20,CREDIT CARD,2022-09-01,Mall of Istanbul,1992-02-05
I102355,C209984,MALE,63,SOUVENIR,5,58.65,CASH,2022-01-28,Forum Istanbul,1963-02-05
I260964,C122024,MALE,25,FOOD & BEVERAGE,2,10.46,CREDIT CARD,2022-10-03,Mall of Istanbul,2001-02-05
I752467,C198981,MALE,34,CLOTHING,3,900.24,CASH,2023-02-09,Mall of Istanbul,1992-02-05
I707352,C203016,MALE,69,FOOD & BEVERAGE,5,26.15,CASH,2023-02-07,Mall of Istanbul,1957-02-05
I690306,C621679,MALE,33,SOUVENIR,1,11.73,CASH,2021-08-29,Kanyon,1993-02-05
I898567,C148112,MALE,68,CLOTHING,1,300.08,CREDIT CARD,2022-11-02,Metrocity,1958-02-05
I287120,C749440,MALE,40,COSMETICS,4,162.64,CASH,2022-06-17,Istinye Park,1986-02-05
I253380,C119665,MALE,50,CLOTHING,5,1500.40,CASH,2021-02-17,Metropol AVM,1976-02-05
I272017,C289659,MALE,50,CLOTHING,1,300.08,DEBIT CARD,2021-08-31,Metrocity,1976-02-05
I174852,C470082,MALE,46,FOOD & BEVERAGE,5,26.15,CASH,2022-01-10,Mall of Istanbul,1980-02-05
I104466,C266602,MALE,53,SHOES,5,3000.85,CREDIT CARD,2021-08-07,Mall of Istanbul,1973-02-05
I925839,C529255,MALE,40,CLOTHING,1,300.08,DEBIT CARD,2022-05-17,Mall of Istanbul,1986-02-05
I319407,C230431,MALE,34,COSMETICS,3,121.98,CREDIT CARD,2021-08-25,Metropol AVM,1992-02-05
I222488,C132616,MALE,50,CLOTHING,2,600.16,CASH,2022-08-08,Kanyon,1976-02-05
I643443,C586277,MALE,67,FOOD & BEVERAGE,1,5.23,CREDIT CARD,2021-01-17,Zorlu Center,1959-02-05
I331872,C820267,MALE,51,CLOTHING,2,600.16,DEBIT CARD,2022-02-15,Metropol AVM,1975-02-05
I244846,C454435,MALE,20,CLOTHING,5,1500.40,DEBIT CARD,2022-10-01,Kanyon,2006-02-05
I318225,C214317,MALE,43,FOOD & BEVERAGE,2,10.46,CASH,2021-12-06,Istinye Park,1983-02-05
I270505,C623553,MALE,21,SHOES,4,2400.68,CASH,2022-04-13,Cevahir AVM,2005-02-05
I261747,C206220,MALE,65,COSMETICS,1,40.66,DEBIT CARD,2021-07-04,Metropol AVM,1961-02-05
I315271,C122256,MALE,53,CLOTHING,2,600.16,CASH,2022-12-20,Mall of Istanbul,1973-02-05
I104202,C118230,MALE,57,TECHNOLOGY,5,5250.00,CASH,2021-03-09,Mall of Istanbul,1969-02-05
I112603,C148570,MALE,38,SHOES,5,3000.85,DEBIT CARD,2021-07-16,Emaar Square Mall,1988-02-05
I165494,C127747,MALE,19,FOOD & BEVERAGE,4,20.92,DEBIT CARD,2021-10-02,Metropol AVM,2007-02-05
I295073,C296538,MALE,65,COSMETICS,1,40.66,CASH,2023-01-07,Mall of Istanbul,1961-02-05
I198064,C345061,MALE,31,CLOTHING,2,600.16,CASH,2022-08-14,Mall of Istanbul,1995-02-05
I134759,C106637,MALE,42,TOYS,2,71.68,CREDIT CARD,2021-02-15,Emaar Square Mall,1984-02-05
I339526,C830935,MALE,60,CLOTHING,5,1500.40,CREDIT CARD,2022-08-17,Mall of Istanbul,1966-02-05
I299233,C199658,MALE,65,COSMETICS,3,121.98,CASH,2021-05-13,Viaport Outlet,1961-02-05
I270120,C336837,MALE,45,TOYS,3,107.52,CASH,2022-10-22,Kanyon,1981-02-05
I101641,C483550,MALE,37,TOYS,3,107.52,CREDIT CARD,2021-12-06,Cevahir AVM,1989-02-05
I135506,C203280,MALE,20,CLOTHING,4,1200.32,CREDIT CARD,2022-01-27,Forum Istanbul,2006-02-05
I937281,C208595,MALE,19,SOUVENIR,5,58.65,CASH,2021-02-07,Mall of Istanbul,2007-02-05
I327913,C159663,MALE,34,FOOD & BEVERAGE,1,5.23,CASH,2021-07-17,Kanyon,1992-02-05
I100567,C272165,MALE,18,TOYS,5,179.20,CREDIT CARD,2021-01-03,Mall of Istanbul,2008-02-05
I158839,C397325,MALE,53,CLOTHING,4,1200.32,CREDIT CARD,2022-08-08,Viaport Outlet,1973-02-05
I319494,C251158,MALE,57,SOUVENIR,5,58.65,CASH,2022-01-28,Viaport Outlet,1969-02-05
I493128,C547848,MALE,36,FOOD & BEVERAGE,1,5.23,CREDIT CARD,2021-08-21,Mall of Istanbul,1990-02-05
I101927,C156809,MALE,53,BOOKS,2,30.30,CREDIT CARD,2021-06-15,Mall of Istanbul,1973-02-05
I321544,C938489,MALE,58,FOOD & BEVERAGE,4,20.92,DEBIT CARD,2022-10-24,Zorlu Center,1968-02-05
I221991,C250671,MALE,26,CLOTHING,2,600.16,CASH,2023-01-19,Cevahir AVM,2000-02-05
I246259,C138288,MALE,25,SHOES,5,3000.85,CREDIT CARD,2022-08-27,Kanyon,2001-02-05
I302086,C130276,MALE,59,COSMETICS,3,121.98,CREDIT CARD,2022-03-30,Emaar Square Mall,1967-02-05
I784383,C156130,MALE,47,CLOTHING,2,600.16,CREDIT CARD,2021-07-16,Metrocity,1979-02-05
I200139,C271714,MALE,47,CLOTHING,4,1200.32,CASH,2022-03-28,Istinye Park,1979-02-05
I540793,C263446,MALE,24,COSMETICS,3,121.98,CASH,2022-03-16,Metrocity,2002-02-05
I199086,C586061,MALE,20,CLOTHING,1,300.08,DEBIT CARD,2022-11-17,Metropol AVM,2006-02-05
I927311,C272363,MALE,35,TOYS,1,35.84,CASH,2022-01-19,Emaar Square Mall,1991-02-05
I200613,C124026,MALE,36,CLOTHING,5,1500.40,CASH,2022-04-30,Viaport Outlet,1990-02-05
I115363,C182134,MALE,36,FOOD & BEVERAGE,1,5.23,CREDIT CARD,2021-09-01,Metrocity,1990-02-05
I117843,C929790,MALE,18,FOOD & BEVERAGE,5,26.15,CASH,2021-12-21,Emaar Square Mall,2008-02-05
I125955,C127765,MALE,55,CLOTHING,5,1500.40,CREDIT CARD,2021-10-03,Istinye Park,1971-02-05
I108192,C237884,MALE,48,SHOES,4,2400.68,CREDIT CARD,2022-08-12,Metrocity,1978-02-05
I111402,C764626,MALE,31,SHOES,4,2400.68,CASH,2022-08-10,Mall of Istanbul,1995-02-05
I264143,C371414,MALE,67,CLOTHING,3,900.24,CREDIT CARD,2021-06-08,Mall of Istanbul,1959-02-05
I260493,C407529,MALE,61,COSMETICS,3,121.98,CASH,2021-11-26,Metrocity,1965-02-05
I306005,C199919,MALE,51,TOYS,2,71.68,CASH,2021-01-27,Zorlu Center,1975-02-05
I235215,C876558,MALE,39,SHOES,2,1200.34,CREDIT CARD,2022-05-05,Zorlu Center,1987-02-05
I822844,C573016,MALE,34,SHOES,4,2400.68,CASH,2022-05-24,Cevahir AVM,1992-02-05
I230469,C191553,MALE,22,TECHNOLOGY,4,4200.00,DEBIT CARD,2021-07-23,Istinye Park,2004-02-05
I310058,C349008,MALE,44,TOYS,5,179.20,CASH,2022-08-05,Mall of Istanbul,1982-02-05
I247239,C283089,MALE,65,CLOTHING,1,300.08,DEBIT CARD,2022-06-05,Zorlu Center,1961-02-05
I272349,C130569,MALE,44,CLOTHING,2,600.16,CREDIT CARD,2022-03-03,Istinye Park,1982-02-05
I846911,C125451,MALE,33,CLOTHING,5,1500.40,DEBIT CARD,2022-05-16,Kanyon,1993-02-05
I786983,C287838,MALE,48,SHOES,3,1800.51,DEBIT CARD,2022-05-20,Metrocity,1978-02-05
I164612,C105975,MALE,32,CLOTHING,3,900.24,CASH,2021-01-21,Emaar Square Mall,1994-02-05
I833678,C156618,MALE,22,COSMETICS,2,81.32,CASH,2021-02-05,Kanyon,2004-02-05
I146379,C306103,MALE,32,SHOES,4,2400.68,CASH,2021-09-06,Metrocity,1994-02-05
I621458,C648827,MALE,68,TOYS,5,179.20,DEBIT CARD,2021-02-12,Forum Istanbul,1958-02-05
I148963,C202950,MALE,39,CLOTHING,5,1500.40,DEBIT CARD,2021-02-24,Kanyon,1987-02-05
I769452,C727568,MALE,36,FOOD & BEVERAGE,4,20.92,DEBIT CARD,2022-08-26,Kanyon,1990-02-05
I220393,C137230,MALE,63,CLOTHING,5,1500.40,CREDIT CARD,2023-01-14,Metropol AVM,1963-02-05
I755521,C967815,MALE,51,CLOTHING,5,1500.40,CREDIT CARD,2022-01-07,Istinye Park,1975-02-05
I946163,C478850,MALE,23,FOOD & BEVERAGE,2,10.46,CREDIT CARD,2022-03-21,Cevahir AVM,2003-02-05
I323885,C169867,MALE,67,CLOTHING,2,600.16,CASH,2022-10-19,Mall of Istanbul,1959-02-05
I170796,C623356,MALE,30,SOUVENIR,3,35.19,CREDIT CARD,2021-07-26,Mall of Istanbul,1996-02-05
I271832,C316977,MALE,26,CLOTHING,1,300.08,CREDIT CARD,2022-10-27,Metrocity,2000-02-05
I213384,C103152,MALE,47,FOOD & BEVERAGE,3,15.69,CASH,2021-08-17,Kanyon,1979-02-05
I119828,C244155,MALE,52,CLOTHING,2,600.16,CASH,2021-10-13,Cevahir AVM,1974-02-05
I576622,C128693,MALE,63,SOUVENIR,2,23.46,CREDIT CARD,2021-07-22,Kanyon,1963-02-05
I782319,C138977,MALE,32,CLOTHING,2,600.16,DEBIT CARD,2021-04-18,Metrocity,1994-02-05
I866688,C356631,MALE,20,TOYS,2,71.68,CREDIT CARD,2021-05-01,Mall of Istanbul,2006-02-05
I202472,C117233,MALE,34,CLOTHING,4,1200.32,CREDIT CARD,2022-12-17,Metropol AVM,1992-02-05
I992042,C358064,MALE,27,SOUVENIR,3,35.19,CREDIT CARD,2021-06-27,Zorlu Center,1999-02-05
I102041,C846159,MALE,50,COSMETICS,3,121.98,CASH,2021-08-21,Mall of Istanbul,1976-02-05
I307441,C120308,MALE,62,BOOKS,1,15.15,CREDIT CARD,2021-08-23,Mall of Istanbul,1964-02-05
I371946,C351961,MALE,63,FOOD & BEVERAGE,1,5.23,CASH,2022-09-13,Cevahir AVM,1963-02-05
I197673,C317027,MALE,18,FOOD & BEVERAGE,4,20.92,CASH,2021-02-23,Kanyon,2008-02-05
I133297,C180158,MALE,38,COSMETICS,5,203.30,CREDIT CARD,2022-10-31,Kanyon,1988-02-05
I316302,C768796,MALE,61,SHOES,4,2400.68,DEBIT CARD,2021-08-30,Kanyon,1965-02-05
I785729,C140102,MALE,26,CLOTHING,5,1500.40,CREDIT CARD,2022-01-25,Mall of Istanbul,2000-02-05
I130969,C141348,MALE,64,CLOTHING,4,1200.32,CASH,2021-08-13,Mall of Istanbul,1962-02-05
I117271,C416614,MALE,48,COSMETICS,5,203.30,CASH,2022-10-16,Cevahir AVM,1978-02-05
I241190,C249457,MALE,58,CLOTHING,3,900.24,CREDIT CARD,2021-05-04,Kanyon,1968-02-05
I161521,C663637,MALE,55,TECHNOLOGY,5,5250.00,DEBIT CARD,2021-01-07,Zorlu Center,1971-02-05
I316725,C135469,MALE,23,SHOES,2,1200.34,CREDIT CARD,2022-06-20,Forum Istanbul,2003-02-05
I288918,C154379,MALE,59,TOYS,2,71.68,CREDIT CARD,2021-07-23,Metropol AVM,1967-02-05
I321171,C172782,MALE,45,CLOTHING,5,1500.40,CASH,2021-12-21,Metrocity,1981-02-05
I883047,C193405,MALE,32,CLOTHING,5,1500.40,CREDIT CARD,2022-08-29,Kanyon,1994-02-05
I184258,C249172,MALE,51,BOOKS,4,60.60,CASH,2021-10-16,Mall of Istanbul,1975-02-05
I192503,C846857,MALE,41,COSMETICS,4,162.64,CREDIT CARD,2022-05-10,Metrocity,1985-02-05
I270598,C257112,MALE,24,SHOES,2,1200.34,CASH,2022-05-25,Metrocity,2002-02-05
I148930,C123647,MALE,58,TECHNOLOGY,3,3150.00,CASH,2021-09-04,Kanyon,1968-02-05
I488907,C224172,MALE,61,CLOTHING,1,300.08,CREDIT CARD,2023-02-25,Cevahir AVM,1965-02-05
I243583,C622845,MALE,23,BOOKS,1,15.15,CASH,2021-07-16,Emaar Square Mall,2003-02-05
I193941,C279531,MALE,57,CLOTHING,2,600.16,CASH,2022-12-17,Kanyon,1969-02-05
I425317,C242292,MALE,68,TOYS,5,179.20,CREDIT CARD,2023-01-28,Metropol AVM,1958-02-05
I330618,C114187,MALE,19,CLOTHING,5,1500.40,CASH,2022-01-23,Cevahir AVM,2007-02-05
I311651,C757183,MALE,65,SOUVENIR,3,35.19,CASH,2021-05-10,Istinye Park,1961-02-05
I522702,C572771,MALE,56,SHOES,2,1200.34,CREDIT CARD,2021-12-16,Cevahir AVM,1970-02-05
I196039,C111584,MALE,29,COSMETICS,5,203.30,CREDIT CARD,2021-06-26,Viaport Outlet,1997-02-05
I117808,C276200,MALE,28,CLOTHING,1,300.08,DEBIT CARD,2021-07-23,Metrocity,1998-02-05
I149831,C137764,MALE,20,SOUVENIR,4,46.92,CREDIT CARD,2022-09-21,Viaport Outlet,2006-02-05
